match_id,action_id,n_lane_blockers,max_def_cheap,max_def_exact,exact_score_of_cheap_pid,pid_cheap,pid_exact
10502,242,10,0.052883516007958487,0.8097689124521033,0.0005603859173737291,107.0,8343.0
10502,243,8,0.01957629800591551,0.8799561035969061,0.01769921136576791,107.0,8343.0
10502,244,8,0.07901637006240515,0.8341007920857946,0.009574239049344513,802.0,8343.0
10502,245,7,0.06726660302370789,0.6173915320838663,0.004607720122807635,802.0,8343.0
10502,246,6,0.03421665132703785,0.8216667498906611,0.16064576408218656,13121.0,8343.0
10502,247,5,0.030219293466599254,0.6015661664731748,0.1313310126739058,13121.0,8343.0
10502,248,4,0.013050805224215072,0.6007062658846509,0.033497242679366046,8327.0,1522.0
10502,249,7,0.0264852427268807,0.32377042478379003,0.06254479099610322,8026.0,284.0
10502,250,7,1.9662150976537578e-06,0.036023968061046574,0.0,13121.0,8343.0
10502,251,7,0.01946779901451945,0.09139265038650457,0.0,1971.0,8343.0
10502,252,9,0.0,0.0,,,
10502,254,7,0.01119133918072265,0.13876110974180023,0.028781694679582692,8343.0,1973.0
10502,255,7,9.241026409714586e-06,0.019891734971960062,0.01044739448927956,8343.0,1973.0
10502,256,6,0.04351482600832394,1.1051703019892605,0.0,8033.0,8134.0
10502,257,8,0.08838695407025161,0.49046878349649603,0.03376600161526788,284.0,8022.0
10502,258,8,0.05639017592050234,0.49046878349649603,0.2483817900416927,37.0,8022.0
10502,259,9,0.008052777480646953,0.8231577492437505,8.855611944658115e-05,1336.0,916.0
10502,260,9,0.036896739029378914,0.8086019995734421,0.008560584120964165,802.0,8343.0
10502,261,10,0.009783033110829821,0.5701799804331023,0.10993024336798696,1334.0,916.0
10502,262,8,0.03330172578260336,0.615717946232206,0.010087407566454765,1334.0,8343.0
10502,263,8,0.05170954544374691,0.8270583280337376,0.005341944323212111,13121.0,8343.0
10502,264,8,0.0193916285665054,1.4475865887992097,0.00421894545981516,1334.0,8343.0
10502,265,8,0.0325836779039515,1.563481521501953,0.0017863173647896247,1339.0,8343.0
10502,266,8,0.03336602236575139,1.563481521501953,0.0017863173647896247,1339.0,8343.0
10502,267,9,0.033778729254116874,1.2524234418348312,0.00281843148164862,1339.0,8343.0
10502,268,8,0.0,0.4526240299280442,,,1522.0
10502,269,9,0.05122835885978975,0.6587088990129644,0.0005652714449926322,11094.0,8026.0
10502,270,9,0.04236469608255315,1.0055712454488752,0.07230521303640458,8033.0,8026.0
10502,271,10,0.024496945422423054,1.1338554578399327,0.20357554066240002,8342.0,8026.0
10502,272,9,0.029229755976603624,0.9941613341832394,0.010698354198876103,8342.0,8026.0
10502,273,8,0.00909806863662177,0.29142972823744095,0.0,8033.0,37.0
10502,274,8,0.013612026981891723,0.6795074198800517,0.6795074198800517,37.0,37.0
10502,276,7,0.03800461620860534,0.6496851170629627,0.0,8327.0,8026.0
10502,277,7,0.017764939613739695,1.4183654035117073,0.0002562798611975836,1334.0,8343.0
10502,278,7,0.017764939613739695,1.4183654035117073,0.0002562798611975836,1334.0,8343.0
10502,279,6,8.881807117385157e-06,0.0,0.0,916.0,
10502,280,7,0.06217658307683416,1.0728775117226714,0.020518317666285313,1522.0,8026.0
10502,281,8,0.0415578976410824,1.1047895582501375,0.049912589228191084,8327.0,1522.0
10502,282,9,0.044911506042822465,0.5394885574454307,0.0010596908085425127,802.0,8343.0
10502,283,8,0.015685275419120792,1.2514021473008259,0.1273581611555472,1334.0,8343.0
10502,284,7,0.08969979343161394,0.16307179500731905,0.0,8327.0,8022.0
10502,285,7,0.08969979343161394,0.16307179500731905,0.0,8327.0,8022.0
10502,286,10,0.02875084897338146,1.0108530152762878,0.08468191556757487,1336.0,8343.0
10502,287,10,0.0,0.0,,,
10502,289,8,0.04043759296707067,0.7525522842619665,0.03307304440822545,1522.0,37.0
10502,290,6,0.026889526968769596,0.08942650131003749,0.017347339731214717,8033.0,37.0
10502,291,6,0.0018648995418962737,0.8183336182817875,0.04994172469976199,37.0,8134.0
10502,292,7,0.017266603860763237,0.7896956053061688,0.01285834117915563,8327.0,8134.0
10502,293,7,0.004071817080344934,0.7896956053061688,0.7896956053061688,8134.0,8134.0
10502,294,8,0.027565211777490592,0.9257057284165242,0.0036803042320556756,11094.0,284.0
10502,295,8,0.02584827928814875,2.5672781105499514,0.18856888622613788,37.0,284.0
10502,296,7,0.005638281754462241,0.22808339758097507,0.003051669894665654,802.0,916.0
10502,298,9,0.008396607879644113,1.9293309752747199,0.00829679696849528,11094.0,8026.0
10502,299,9,0.0,0.0,,,
10502,300,9,0.12099836315463298,2.0058882555353055,0.038883410037617416,8342.0,8026.0
10502,302,9,0.03875654190036001,0.667511163449765,0.04379231039114995,8033.0,8134.0
10502,303,9,0.02157093230660036,0.7590179656060498,0.00015441001029259382,1522.0,8026.0
10502,304,8,0.024263465671155192,1.5920640096248437,0.0006724033885845415,11094.0,8026.0
10502,305,9,0.019762571772192386,1.3746698508668738,0.03202132107949396,11094.0,8026.0
10502,306,7,0.007828095459742062,1.1237019504599495,0.10474229390691647,8022.0,8026.0
10502,307,7,0.00966336884404578,0.9613984945827339,0.007250552953326661,8033.0,8026.0
10502,308,8,0.011092281680250275,0.13121894204104567,0.0,11094.0,8026.0
